,Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,Combined_Key,Incident_Rate,Case_Fatality_Ratio,location_id
104,Maule,Chile,2021-04-01 04:27:05,-35.5183,-71.6885,54132,989,49997.0,3146.0,"Maule, Chile",5180.343557107995,1.827015443730141,29
105,Metropolitana,Chile,2021-04-01 04:27:05,-33.4376,-70.6505,419769,12868,392112.0,14789.0,"Metropolitana, Chile",5901.593294800028,3.065495546360022,29
106,Nuble,Chile,2021-04-01 04:27:05,-36.7226,-71.7622,21360,403,19910.0,1047.0,"Nuble, Chile",4444.361216706304,1.886704119850188,29
107,OHiggins,Chile,2021-04-01 04:27:05,-34.5755,-71.0022,38436,890,35429.0,2117.0,"OHiggins, Chile",4202.699673611756,2.315537516911229,29
108,Tarapaca,Chile,2021-04-01 04:27:05,-19.9232,-69.5132,28766,509,27204.0,1053.0,"Tarapaca, Chile",8702.254974921194,1.7694500451922408,29
110,Valparaiso,Chile,2021-04-01 04:27:05,-33.0472,-71.6127,65910,1881,59803.0,4226.0,"Valparaiso, Chile",3629.601156890625,2.853891670459718,29
116,Guangdong,China,2021-04-01 04:27:05,23.3417,113.4244,2282,8,2235.0,39.0,"Guangdong, China",1.8109313115023264,0.35056967572305,30
123,Hong Kong,China,2021-04-01 04:27:05,22.3,114.2,11467,205,11095.0,167.0,"Hong Kong, China",152.95475996493525,1.7877387285253337,30
145,Amazonas,Colombia,2021-04-01 04:27:05,-1.4429,-71.5724,5858,219,5595.0,44.0,"Amazonas, Colombia",7648.617947747066,3.7384772960054624,31
146,Antioquia,Colombia,2021-04-01 04:27:05,7.1986,-75.3412,374623,7016,354364.0,13243.0,"Antioquia, Colombia",5846.996036585651,1.8728161378238923,31
147,Arauca,Colombia,2021-04-01 04:27:05,7.0762,-70.7105,5751,173,5450.0,128.0,"Arauca, Colombia",2193.5813619962314,3.008172491740567,31
148,Atlantico,Colombia,2021-04-01 04:27:05,10.6966,-74.8741,151635,4494,137149.0,9992.0,"Atlantico, Colombia",5980.437125840607,2.9636957166880995,31
149,Bolivar,Colombia,2021-04-01 04:27:05,8.6704,-74.03,69563,1409,67543.0,611.0,"Bolivar, Colombia",3360.3528314920463,2.025502062878254,31
150,Boyaca,Colombia,2021-04-01 04:27:05,5.4545,-73.362,48119,1154,46147.0,818.0,"Boyaca, Colombia",3952.681833714481,2.3982210769134853,31
151,Caldas,Colombia,2021-04-01 04:27:05,5.2983,-75.2479,49624,1015,47206.0,1403.0,"Caldas, Colombia",4971.074525046206,2.0453812671288087,31
152,Capital District,Colombia,2021-04-01 04:27:05,4.711,-74.0721,687382,14409,660006.0,12967.0,"Capital District, Colombia",9273.19905144858,2.0962143320599025,31
153,Caqueta,Colombia,2021-04-01 04:27:05,0.8699,-73.8419,17185,649,16328.0,208.0,"Caqueta, Colombia",4280.316521747794,3.776549316264184,31
154,Casanare,Colombia,2021-04-01 04:27:05,5.7589,-71.5724,13044,305,12466.0,273.0,"Casanare, Colombia",3101.991895439758,2.338239803741184,31
155,Cauca,Colombia,2021-04-01 04:27:05,2.705,-76.82600000000002,28124,775,26847.0,502.0,"Cauca, Colombia",1920.3981186599003,2.755653534347888,31
156,Cesar,Colombia,2021-04-01 04:27:05,9.3373,-73.6536,43133,1239,41115.0,779.0,"Cesar, Colombia",3592.69815938043,2.872510606728027,31
157,Choco,Colombia,2021-04-01 04:27:05,5.2528,-76.82600000000002,6706,204,6406.0,96.0,"Choco, Colombia",1253.865743251076,3.0420518938264243,31
159,Cundinamarca,Colombia,2021-04-01 04:27:05,5.026,-74.03,110923,3066,106522.0,1335.0,"Cundinamarca, Colombia",3799.956150267552,2.764079586740352,31
161,Guaviare,Colombia,2021-04-01 04:27:05,1.0654,-73.2603,2299,40,2251.0,8.0,"Guaviare, Colombia",2777.6770935276136,1.739886907351022,31
162,Huila,Colombia,2021-04-01 04:27:05,2.5359,-75.5277,50915,1791,48765.0,359.0,"Huila, Colombia",4627.012702815194,3.5176274182460965,31
163,La Guajira,Colombia,2021-04-01 04:27:05,11.3548,-72.5205,17879,665,16841.0,373.0,"La Guajira, Colombia",2030.4124647951303,3.719447396386823,31
164,Magdalena,Colombia,2021-04-01 04:27:05,10.4113,-74.4057,43967,1618,40528.0,1821.0,"Magdalena, Colombia",3276.849716712404,3.6800327518366047,31
165,Meta,Colombia,2021-04-01 04:27:05,3.272,-73.0877,43742,999,42271.0,472.0,"Meta, Colombia",4207.086124944937,2.2838461890174204,31
166,Narino,Colombia,2021-04-01 04:27:05,1.2892,-77.3579,50335,1693,47843.0,799.0,"Narino, Colombia",3086.915672344768,3.363464785934241,31
168,Putumayo,Colombia,2021-04-01 04:27:05,0.436,-75.5277,8204,324,7732.0,148.0,"Putumayo, Colombia",2356.238978465285,3.949293027791321,31
169,Quindio,Colombia,2021-04-01 04:27:05,4.461,-75.6674,34536,1021,33016.0,499.0,"Quindio, Colombia",6396.692745376956,2.9563354181144312,31
170,Risaralda,Colombia,2021-04-01 04:27:05,5.3158,-75.9928,48878,1213,46718.0,947.0,"Risaralda, Colombia",5181.041783928574,2.481689103482139,31
171,San Andres y Providencia,Colombia,2021-04-01 04:27:05,12.5567,-81.7185,2758,45,2700.0,13.0,"San Andres y Providencia, Colombia",4500.65274151436,1.6316171138506164,31
172,Santander,Colombia,2021-04-01 04:27:05,6.6437,-73.6536,94452,3490,89317.0,1645.0,"Santander, Colombia",4323.068494354498,3.6949985177656375,31
173,Sucre,Colombia,2021-04-01 04:27:05,8.814,-74.7233,22914,849,21508.0,557.0,"Sucre, Colombia",2532.317046889971,3.705158418434145,31
174,Tolima,Colombia,2021-04-01 04:27:05,4.0925,-75.1545,66546,2150,63596.0,800.0,"Tolima, Colombia",5002.755251705212,3.2308478345805907,31
176,Valle del Cauca,Colombia,2021-04-01 04:27:05,3.8009,-76.6413,208396,6565,197183.0,4648.0,"Valle del Cauca, Colombia",4655.972024309824,3.150252404076854,31
179,,Comoros,2021-04-01 04:27:05,-11.6455,43.3333,3696,146,3525.0,25.0,Comoros,425.02544287858143,3.95021645021645,32
180,,Congo (Brazzaville),2021-04-01 04:27:05,-0.228,15.8277,9681,135,8208.0,1338.0,Congo (Brazzaville),175.44107637205033,1.394484040904865,33
181,,Congo (Kinshasa),2021-04-01 04:27:05,-4.0383,21.7587,28142,743,25444.0,1955.0,Congo (Kinshasa),31.42201745743066,2.640181934475162,34
182,,Costa Rica,2021-04-01 04:27:05,9.7489,-83.7534,216764,2957,192699.0,21108.0,Costa Rica,4255.185494474604,1.364156409735934,35
183,,Cote d'Ivoire,2021-04-01 04:27:05,7.54,-5.5471,43889,244,40254.0,3391.0,Cote d'Ivoire,166.38313157323594,0.5559479596254187,36
184,,Croatia,2021-04-01 04:27:05,45.1,15.2,271632,5947,254379.0,11306.0,Croatia,6616.669118800526,2.189359132944572,37
185,,Cuba,2021-04-01 04:27:05,21.521757,-77.78116700000002,75263,424,70614.0,4225.0,Cuba,664.4791348095495,0.5633578252262068,38
186,,Cyprus,2021-04-01 04:27:05,35.1264,33.4299,46105,257,2057.0,43791.0,Cyprus,3818.6590423245407,0.5574232729638868,39
187,,Czechia,2021-04-01 04:27:05,49.8175,15.473,1532332,26421,1366461.0,139450.0,Czechia,14308.848404077997,1.7242346958753063,40
190,,Denmark,2021-04-01 04:27:05,56.2639,9.5018,230603,2419,218985.0,9199.0,Denmark,3950.566820158867,1.04898895504395,41
192,,Djibouti,2021-04-01 04:27:05,11.8251,42.5903,8002,70,6460.0,1472.0,Djibouti,809.9173888311967,0.8747813046738315,42
194,,Dominican Republic,2021-04-01 04:27:05,18.7357,-70.1627,252727,3325,212156.0,37246.0,Dominican Republic,2329.7311628126504,1.3156489017793904,43
197,,El Salvador,2021-04-01 04:27:05,13.7942,-88.8965,64726,2006,61640.0,1080.0,El Salvador,997.9030868762778,3.0992182430553408,44
198,,Equatorial Guinea,2021-04-01 04:27:05,1.6508,10.2679,6914,102,6495.0,317.0,Equatorial Guinea,492.8064091918303,1.4752675730402085,45
199,,Eritrea,2021-04-01 04:27:05,15.1794,39.7823,3285,10,3029.0,246.0,Eritrea,92.62843983536104,0.30441400304414,46
200,,Estonia,2021-04-01 04:27:05,58.5953,25.0136,106424,902,81859.0,23663.0,Estonia,8022.68157965955,0.8475531834924454,47
201,,Eswatini,2021-04-01 04:27:05,-26.5225,31.4659,17337,667,16528.0,142.0,Eswatini,1494.357694257019,3.8472630789640654,48
202,,Ethiopia,2021-04-01 04:27:05,9.145,40.4897,206589,2865,158109.0,45615.0,Ethiopia,179.69951406264016,1.3868114952877453,49
204,,Finland,2021-04-01 04:27:05,61.92411,25.748151,77452,844,46000.0,30608.0,Finland,1397.869373608258,1.0897071734751846,50
205,French Guiana,France,2021-04-01 04:27:05,4.0,-53.0,16922,89,9995.0,6838.0,"French Guiana, France",5665.557348618263,0.5259425599810897,51
206,French Polynesia,France,2021-04-01 04:27:05,-17.6797,-149.4068,18627,141,4842.0,13644.0,"French Polynesia, France",6631.091048899268,0.7569656949589306,51
207,Guadeloupe,France,2021-04-01 04:27:05,16.265,-61.551,11512,173,2242.0,9097.0,"Guadeloupe, France",2877.086525028304,1.5027797081306462,51
208,Martinique,France,2021-04-01 04:27:05,14.6415,-61.0242,7679,50,98.0,7531.0,"Martinique, France",2046.287290314844,0.6511264487563485,51
209,Mayotte,France,2021-04-01 04:27:05,-12.8275,45.166244,19408,161,2964.0,16283.0,"Mayotte, France",7114.030489749389,0.8295548227535037,51
211,Reunion,France,2021-04-01 04:27:05,-21.1151,55.5364,16586,115,14828.0,1643.0,"Reunion, France",1852.546833045164,0.6933558422766188,51
216,,France,2021-04-01 04:27:05,46.2276,2.2137,4611392,95052,264511.0,4251829.0,France,7067.284437757191,2.0612431127087008,51
217,,Gabon,2021-04-01 04:27:05,-0.8037,11.6094,19550,118,16609.0,2823.0,Gabon,878.3642924921644,0.6035805626598465,52
218,,Gambia,2021-04-01 04:27:05,13.4432,-15.3101,5459,165,5070.0,224.0,Gambia,225.88990443023937,3.022531599193992,53
219,,Georgia,2021-04-01 04:27:05,42.3154,43.3569,281761,3778,273167.0,4816.0,Georgia,7063.139621600958,1.3408527085011763,54
220,Baden-Wurttemberg,Germany,2021-04-01 04:27:05,48.6616,9.3501,365009,8704,329300.0,27005.0,"Baden-Wurttemberg, Germany",3287.4681292326795,2.38459873592158,55
221,Bayern,Germany,2021-04-01 04:27:05,48.7904,11.4979,500549,13264,451300.0,35985.0,"Bayern, Germany",3809.300068347602,2.6498904203184903,55
222,Berlin,Germany,2021-04-01 04:27:05,52.52,13.405,146268,3055,134400.0,8813.0,"Berlin, Germany",3991.934691524876,2.088631826510241,55
223,Brandenburg,Germany,2021-04-01 04:27:05,52.4125,12.5316,88464,3306,78140.0,7018.0,"Brandenburg, Germany",3495.121235239944,3.737113402061856,55
224,Bremen,Germany,2021-04-01 04:27:05,53.0793,8.8017,20979,407,19040.0,1532.0,"Bremen, Germany",3084.5573640333464,1.9400352733686064,55
225,Hamburg,Germany,2021-04-01 04:27:05,53.5511,9.9937,61268,1382,53370.0,6516.0,"Hamburg, Germany",3307.353717561018,2.255663641705295,55
226,Hessen,Germany,2021-04-01 04:27:05,50.6521,9.1624,219484,6338,194800.0,18346.0,"Hessen, Germany",3487.662942937675,2.887682017823623,55
227,Mecklenburg-Vorpommern,Germany,2021-04-01 04:27:05,53.6127,12.4296,30658,867,26910.0,2881.0,"Mecklenburg-Vorpommern, Germany",1903.3085957434128,2.827973122839063,55
228,Niedersachsen,Germany,2021-04-01 04:27:05,52.6367,9.8451,198107,4880,177600.0,15627.0,"Niedersachsen, Germany",2475.279008813856,2.463315279116841,55
229,Nordrhein-Westfalen,Germany,2021-04-01 04:27:05,51.4332,7.6616,612947,14230,551400.0,47317.0,"Nordrhein-Westfalen, Germany",3419.4003314817883,2.3215710330583232,55
230,Rheinland-Pfalz,Germany,2021-04-01 04:27:05,50.1183,7.309,116799,3328,104800.0,8671.0,"Rheinland-Pfalz, Germany",2849.8744995292054,2.849339463522804,55
